"Analysis_symbol","Cab_Guid","Cab_Id",CallTrace,CharSet,ClientInfo,ComType,CommandLine,Company,Computer,ComputerName,Consumer,Contents,CreationUtcTime,CurrentDirectory,Description,Destination,DestinationHostname,DestinationIp,DestinationIsIpv6,DestinationPort,DestinationPortName,Details,DirectoryObject,EventChannel,EventCode,EventDescription,EventID,EventType,"Event_Name",FileVersion,Filter,GrantedAccess,Guid,Hash,"Hashed_bucket",Hashes,HostUrl,IMPHASH,Image,ImageLoaded,Initiated,IntegrityLevel,IsExecutable,Keywords,Level,LogName,LogonGuid,LogonId,MD5,MediaType,Message,Name,OpCode,Opcode,OriginalFileName,P1,P10,P2,P3,P4,P5,P6,P7,P8,P9,ParentCommandLine,ParentImage,ParentProcessGuid,ParentProcessId,ParentUser,ProcessGuid,ProcessID,ProcessId,Product,Protocol,QueryName,QueryResults,QueryStatus,"Rechecking_for_solution",RecordID,RecordNumber,ReferrerUrl,"Report_Id","Report_Status",Response,RuleName,SHA1,SHA256,SecurityID,Sid,SidType,Signature,SignatureStatus,Signed,SourceHostname,SourceImage,SourceIp,SourceIsIpv6,SourceName,SourcePort,SourcePortName,SourceProcessGUID,SourceProcessId,SourceThreadId,SourceUser,SystemTime,TargetFilename,TargetImage,TargetObject,TargetProcessGUID,TargetProcessId,TargetUser,Task,TaskCategory,TerminalSessionId,ThreadID,TimeCreated,Type,"UAIID_SHORTCUTS","UAIM_FILETIME",User,UserID,UtcTime,Version,ZoneId,"_raw","_time",action,answer,"answer_count",app,"change_type","creation_time","date_hour","date_mday","date_minute","date_month","date_second","date_wday","date_year","date_zone",defaultValue,description,dest,"dest_host","dest_ip","dest_port",direction,"disable_features",drives,dvc,"dvc_ip","embedded_browser_webview","embedded_browser_webview_dpi_awareness","enable_features",eventtype,filePath,"file_access_time","file_create_time","file_hash","file_modify_time","file_name","file_path",folder,folders,freeSpace,"granted_access","granted_access_description",host,"http_referrer","http_referrer_domain",index,item,linecount,list,"loaded_file","loaded_file_path",methodDefinition,"mojo_named_platform_channel_pipe",object,"object_attrs","object_category","object_path","original_file_name",os,"parent_process","parent_process_exec","parent_process_guid","parent_process_id","parent_process_name","parent_process_path","pipe_name",process,"process_current_directory","process_exec","process_guid","process_hash","process_id","process_integrity_level","process_name","process_path",protocol,"protocol_version",punct,query,"query_count",reason,"record_type","record_type_id",registryEntry,registryEntryName,registryEntryPath,registryEntryValue,"registry_hive","registry_key_name","registry_path","registry_value_data","registry_value_name","registry_value_type","reply_code_id",result,rule,service,"service_dll_signature_exists","service_dll_signature_verified","service_name","service_signature_exists","service_signature_verified",signature,"signature_id",source,sourcetype,space,"splunk_server","splunk_server_group",src,"src_address","src_function","src_host","src_ip","src_module","src_port",state,status,tag,"tag::eventtype","technique_id","technique_name","this_R","this_cLaunches","this_cSwitches","this_cbSize","this_dwMask","this_dwTime","this_fExcludeFromMFU","this_ftExecute",threshold,timeendpos,timestartpos,transport,"transport_dest_port",type,typeDefinition,"uri_path",url,"url_domain","url_length",user,"user_data_dir","user_name","vendor_product","webview_exe_name","webview_exe_version",wmiLinkFile,wql,wqlPath,xmlns
,,,"C:\Windows\SYSTEM32\ntdll.dll+9eeb4|C:\Windows\System32\KERNELBASE.dll+43845|C:\Windows\System32\KERNELBASE.dll+3fc93|C:\Windows\System32\advapi32.dll+17d20|UNKNOWN(000000000265C6DE)",,,,,,Win10Demo,,,,,,,,,,,,,,,"Microsoft-Windows-Sysmon/Operational",10,ProcessAccess,10,,,,,0x1fffff,"'{5770385f-c22a-43e0-bf4c-06f5698ffbd9}'",,,,,,,,,,,0x8000000000000000,4,,,,,,,"'Microsoft-Windows-Sysmon'",,0,,,,,,,,,,,,,,,,,,"'3240'",,,,,,,,131425,,,,,,"technique_id=T1055.001,technique_name=Dynamic-link Library Injection",,,"S-1-5-18",,,,,,,"C:\Users\jolly\Downloads\microsoft_update.exe",,,,,,"{9172be70-702a-69ec-1c03-000000001f00}",4700,2236,"WIN10DEMO\jolly","'2026-04-25T07:41:44.9163743Z'",,"C:\Windows\system32\cmd.exe",,"{9172be70-7038-69ec-2e03-000000001f00}",5348,"WIN10DEMO\jolly",10,,,"'6616'","2026-04-25T07:41:44.9163743Z",,,,,"'S-1-5-18'","2026-04-25 07:41:44.915",3,,"<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-Sysmon' Guid='{5770385f-c22a-43e0-bf4c-06f5698ffbd9}'/><EventID>10</EventID><Version>3</Version><Level>4</Level><Task>10</Task><Opcode>0</Opcode><Keywords>0x8000000000000000</Keywords><TimeCreated SystemTime='2026-04-25T07:41:44.9163743Z'/><EventRecordID>131425</EventRecordID><Correlation/><Execution ProcessID='3240' ThreadID='6616'/><Channel>Microsoft-Windows-Sysmon/Operational</Channel><Computer>Win10Demo</Computer><Security UserID='S-1-5-18'/></System><EventData><Data Name='RuleName'>technique_id=T1055.001,technique_name=Dynamic-link Library Injection</Data><Data Name='UtcTime'>2026-04-25 07:41:44.915</Data><Data Name='SourceProcessGUID'>{9172be70-702a-69ec-1c03-000000001f00}</Data><Data Name='SourceProcessId'>4700</Data><Data Name='SourceThreadId'>2236</Data><Data Name='SourceImage'>C:\Users\jolly\Downloads\microsoft_update.exe</Data><Data Name='TargetProcessGUID'>{9172be70-7038-69ec-2e03-000000001f00}</Data><Data Name='TargetProcessId'>5348</Data><Data Name='TargetImage'>C:\Windows\system32\cmd.exe</Data><Data Name='GrantedAccess'>0x1fffff</Data><Data Name='CallTrace'>C:\Windows\SYSTEM32\ntdll.dll+9eeb4|C:\Windows\System32\KERNELBASE.dll+43845|C:\Windows\System32\KERNELBASE.dll+3fc93|C:\Windows\System32\advapi32.dll+17d20|UNKNOWN(000000000265C6DE)</Data><Data Name='SourceUser'>WIN10DEMO\jolly</Data><Data Name='TargetUser'>WIN10DEMO\jolly</Data></EventData></Event>","2026-04-25T17:41:44.915+1000",allowed,,,,,,7,25,41,april,44,saturday,2026,0,,,Win10Demo,,,,,,,Win10Demo,,,,,"ms-sysmon-process",,,,,,,,,,,0x1fffff,"PROCESS_CREATE_PROCESS
PROCESS_CREATE_THREAD
PROCESS_DUP_HANDLE
PROCESS_SET_INFORMATION
PROCESS_SET_QUOTA
PROCESS_QUERY_LIMITED_INFORMATION
SYNCHRONIZE
PROCESS_QUERY_INFORMATION
PROCESS_SUSPEND_RESUME
PROCESS_TERMINATE
PROCESS_VM_OPERATION
PROCESS_VM_READ
PROCESS_VM_WRITE",Win10Demo,,,endpoint,,1,,,,,,,,,,,"Microsoft Windows",,"microsoft_update.exe","{9172be70-702a-69ec-1c03-000000001f00}",4700,"microsoft_update.exe","C:\Users\jolly\Downloads\microsoft_update.exe",,,,"cmd.exe","{9172be70-7038-69ec-2e03-000000001f00}",,5348,,"cmd.exe","C:\Windows\system32\cmd.exe",,,"<_='://../////'><><_='--'_='{----}'/><></><></><><",,,,,,,,,,,,,,,,,,,,,,,,,ProcessAccess,10,"XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",xmlwineventlog,,Win10Demo,,,,,,,,,,,"process
report","process
report","T1055.001","Dynamic-link Library Injection</Data><Data Name='UtcTime'>2026-04-25 07:41:44.915</Data><Data Name='SourceProcessGUID'>{9172be70-702a-69ec-1c03-000000001f00}</Data><Data Name='SourceProcessId'>4700</Data><Data Name='SourceThreadId'>2236</Data><Data Name='SourceImage'>C:\Users\jolly\Downloads\microsoft_update.exe</Data><Data Name='TargetProcessGUID'>{9172be70-7038-69ec-2e03-000000001f00}</Data><Data Name='TargetProcessId'>5348</Data><Data Name='TargetImage'>C:\Windows\system32\cmd.exe</Data><Data Name='GrantedAccess'>0x1fffff</Data><Data Name='CallTrace'>C:\Windows\SYSTEM32\ntdll.dll+9eeb4",,,,,,,,,,722,699,,,,,,,,,jolly,,,"Microsoft Sysmon",,,,,,"'http://schemas.microsoft.com/win/2004/08/events/event'"
,,,,,,,,,Win10Demo,,,,,,,,,,,,,"Binary Data",,"Microsoft-Windows-Sysmon/Operational",13,"RegistryEvent (Value Set)",13,SetValue,,,,,"'{5770385f-c22a-43e0-bf4c-06f5698ffbd9}'",,,,,,"C:\Users\jolly\Downloads\microsoft_update.exe",,,,,0x8000000000000000,4,,,,,,,"'Microsoft-Windows-Sysmon'",,0,,,,,,,,,,,,,,,,,"{9172be70-702a-69ec-1c03-000000001f00}","'3240'",4700,,,,,,,131423,,,,,,"-",,,"S-1-5-18",,,,,,,,,,,,,,,,,"'2026-04-25T07:41:44.9075600Z'",,,"HKLM\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-1156564983-231300539-2099510246-1000\\Device\HarddiskVolume1\Windows\System32\cmd.exe",,,,13,,,"'6616'","2026-04-25T07:41:44.9075600Z",,,,"WIN10DEMO\jolly","'S-1-5-18'","2026-04-25 07:41:44.906",2,,"<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-Sysmon' Guid='{5770385f-c22a-43e0-bf4c-06f5698ffbd9}'/><EventID>13</EventID><Version>2</Version><Level>4</Level><Task>13</Task><Opcode>0</Opcode><Keywords>0x8000000000000000</Keywords><TimeCreated SystemTime='2026-04-25T07:41:44.9075600Z'/><EventRecordID>131423</EventRecordID><Correlation/><Execution ProcessID='3240' ThreadID='6616'/><Channel>Microsoft-Windows-Sysmon/Operational</Channel><Computer>Win10Demo</Computer><Security UserID='S-1-5-18'/></System><EventData><Data Name='RuleName'>-</Data><Data Name='EventType'>SetValue</Data><Data Name='UtcTime'>2026-04-25 07:41:44.906</Data><Data Name='ProcessGuid'>{9172be70-702a-69ec-1c03-000000001f00}</Data><Data Name='ProcessId'>4700</Data><Data Name='Image'>C:\Users\jolly\Downloads\microsoft_update.exe</Data><Data Name='TargetObject'>HKLM\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-1156564983-231300539-2099510246-1000\\Device\HarddiskVolume1\Windows\System32\cmd.exe</Data><Data Name='Details'>Binary Data</Data><Data Name='User'>WIN10DEMO\jolly</Data></EventData></Event>","2026-04-25T17:41:44.906+1000",modified,,,,,,7,25,41,april,44,saturday,2026,0,,,Win10Demo,,,,,,,Win10Demo,,,,,"ms-sysmon-regmod",,,,,,,,,,,,,Win10Demo,,,endpoint,,1,,,,,,,,registry,"HKLM\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-1156564983-231300539-2099510246-1000\\Device\HarddiskVolume1\Windows\System32\cmd.exe",,,,,,,,,,,,"microsoft_update.exe","{9172be70-702a-69ec-1c03-000000001f00}",,4700,,"microsoft_update.exe","C:\Users\jolly\Downloads\microsoft_update.exe",,,"<_='://../////'><><_='--'_='{----}'/><></><></><><",,,,,,,,,,"HKEY_LOCAL_MACHINE\\System",System32,"HKLM\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-1156564983-231300539-2099510246-1000\\Device\HarddiskVolume1\Windows\System32\cmd.exe","Binary Data","cmd.exe",,,,,,,,,,,"RegistryEvent (Value Set)",13,"XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",xmlwineventlog,,Win10Demo,,,,,,,,,,success,"endpoint
registry","endpoint
registry",,,,,,,,,,,,693,670,,,,,,,,,jolly,,,"Microsoft Sysmon",,,,,,"'http://schemas.microsoft.com/win/2004/08/events/event'"
,,,,,,,"C:\Windows\system32\cmd.exe","Microsoft Corporation",Win10Demo,,,,,"C:\Users\jolly\Downloads\","Windows Command Processor",,,,,,,,,"Microsoft-Windows-Sysmon/Operational",1,"Process creation",1,,,"10.0.19041.4355 (WinBuild.160101.0800)",,,"'{5770385f-c22a-43e0-bf4c-06f5698ffbd9}'",,,"SHA1=DF79C86FDD11B9CCB89148458E509F879C72566C,MD5=2B40C98ED0F7A1D3B091A3E8353132DC,SHA256=BADF4752413CB0CBDC03FB95820CA167F0CDC63B597CCDB5EF43111180E088B0,IMPHASH=272245E2988E1E430500B852C4FB5E18",,272245E2988E1E430500B852C4FB5E18,"C:\Windows\System32\cmd.exe",,,Medium,,0x8000000000000000,4,,"{9172be70-6dc0-69ec-2306-040000000000}",0x40623,2B40C98ED0F7A1D3B091A3E8353132DC,,,"'Microsoft-Windows-Sysmon'",,0,"Cmd.Exe",,,,,,,,,,,"""C:\Users\jolly\Downloads\microsoft_update.exe""","C:\Users\jolly\Downloads\microsoft_update.exe","{9172be70-702a-69ec-1c03-000000001f00}",4700,"WIN10DEMO\jolly","{9172be70-7038-69ec-2e03-000000001f00}","'3240'",5348,"Microsoft® Windows® Operating System",,,,,,131424,,,,,,"technique_id=T1059.003,technique_name=Windows Command Shell",DF79C86FDD11B9CCB89148458E509F879C72566C,BADF4752413CB0CBDC03FB95820CA167F0CDC63B597CCDB5EF43111180E088B0,"S-1-5-18",,,,,,,,,,,,,,,,,"'2026-04-25T07:41:44.9153226Z'",,,,,,,1,,1,"'6616'","2026-04-25T07:41:44.9153226Z",,,,"WIN10DEMO\jolly","'S-1-5-18'","2026-04-25 07:41:44.903",5,,"<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-Sysmon' Guid='{5770385f-c22a-43e0-bf4c-06f5698ffbd9}'/><EventID>1</EventID><Version>5</Version><Level>4</Level><Task>1</Task><Opcode>0</Opcode><Keywords>0x8000000000000000</Keywords><TimeCreated SystemTime='2026-04-25T07:41:44.9153226Z'/><EventRecordID>131424</EventRecordID><Correlation/><Execution ProcessID='3240' ThreadID='6616'/><Channel>Microsoft-Windows-Sysmon/Operational</Channel><Computer>Win10Demo</Computer><Security UserID='S-1-5-18'/></System><EventData><Data Name='RuleName'>technique_id=T1059.003,technique_name=Windows Command Shell</Data><Data Name='UtcTime'>2026-04-25 07:41:44.903</Data><Data Name='ProcessGuid'>{9172be70-7038-69ec-2e03-000000001f00}</Data><Data Name='ProcessId'>5348</Data><Data Name='Image'>C:\Windows\System32\cmd.exe</Data><Data Name='FileVersion'>10.0.19041.4355 (WinBuild.160101.0800)</Data><Data Name='Description'>Windows Command Processor</Data><Data Name='Product'>Microsoft® Windows® Operating System</Data><Data Name='Company'>Microsoft Corporation</Data><Data Name='OriginalFileName'>Cmd.Exe</Data><Data Name='CommandLine'>C:\Windows\system32\cmd.exe </Data><Data Name='CurrentDirectory'>C:\Users\jolly\Downloads\</Data><Data Name='User'>WIN10DEMO\jolly</Data><Data Name='LogonGuid'>{9172be70-6dc0-69ec-2306-040000000000}</Data><Data Name='LogonId'>0x40623</Data><Data Name='TerminalSessionId'>1</Data><Data Name='IntegrityLevel'>Medium</Data><Data Name='Hashes'>SHA1=DF79C86FDD11B9CCB89148458E509F879C72566C,MD5=2B40C98ED0F7A1D3B091A3E8353132DC,SHA256=BADF4752413CB0CBDC03FB95820CA167F0CDC63B597CCDB5EF43111180E088B0,IMPHASH=272245E2988E1E430500B852C4FB5E18</Data><Data Name='ParentProcessGuid'>{9172be70-702a-69ec-1c03-000000001f00}</Data><Data Name='ParentProcessId'>4700</Data><Data Name='ParentImage'>C:\Users\jolly\Downloads\microsoft_update.exe</Data><Data Name='ParentCommandLine'>""C:\Users\jolly\Downloads\microsoft_update.exe"" </Data><Data Name='ParentUser'>WIN10DEMO\jolly</Data></EventData></Event>","2026-04-25T17:41:44.903+1000",allowed,,,,,,7,25,41,april,44,saturday,2026,0,,,Win10Demo,,,,,,,Win10Demo,,,,,"ms-sysmon-process",,,,,,,,,,,,,Win10Demo,,,endpoint,,1,,,,,,,,,,"Cmd.Exe","Microsoft Windows","""C:\Users\jolly\Downloads\microsoft_update.exe""","microsoft_update.exe","{9172be70-702a-69ec-1c03-000000001f00}",4700,"microsoft_update.exe","C:\Users\jolly\Downloads\microsoft_update.exe",,"C:\Windows\system32\cmd.exe","C:\Users\jolly\Downloads\","cmd.exe","{9172be70-7038-69ec-2e03-000000001f00}","SHA1=DF79C86FDD11B9CCB89148458E509F879C72566C,MD5=2B40C98ED0F7A1D3B091A3E8353132DC,SHA256=BADF4752413CB0CBDC03FB95820CA167F0CDC63B597CCDB5EF43111180E088B0,IMPHASH=272245E2988E1E430500B852C4FB5E18",5348,Medium,"cmd.exe","C:\Windows\System32\cmd.exe",,,"<_='://../////'><><_='--'_='{----}'/><></><></><><",,,,,,,,,,,,,,,,,,,,,,,,,"Process creation",1,"XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",xmlwineventlog,,Win10Demo,,,,,,,,,,,"process
report","process
report","T1059.003",Windows,,,,,,,,,,711,688,,,,,,,,,jolly,,,"Microsoft Sysmon",,,,,,"'http://schemas.microsoft.com/win/2004/08/events/event'"
,,,,,,,,"-",Win10Demo,,,,,,"-",,,,,,,,,"Microsoft-Windows-Sysmon/Operational",7,"Image loaded",7,,,"-",,,"'{5770385f-c22a-43e0-bf4c-06f5698ffbd9}'",,,"SHA1=6F568FF7FD015DE2A73CDC4B91AFC3E38C5129A0,MD5=DB03ED06EECC8933E7A5B68E2833F01D,SHA256=018BC967152358C6E0FE850E31208553D821E27B550ED79E0B551188178ADE2B,IMPHASH=C2D02FC98F1D75D7B9457468EC75DA0E",,C2D02FC98F1D75D7B9457468EC75DA0E,"C:\Users\jolly\Downloads\microsoft_update.exe","C:\Users\jolly\Downloads\microsoft_update.exe",,,,0x8000000000000000,4,,,,DB03ED06EECC8933E7A5B68E2833F01D,,,"'Microsoft-Windows-Sysmon'",,0,"-",,,,,,,,,,,,,,,,"{9172be70-702a-69ec-1c03-000000001f00}","'3240'",4700,"-",,,,,,131418,,,,,,"technique_id=T1574.002,technique_name=DLL Side-Loading",6F568FF7FD015DE2A73CDC4B91AFC3E38C5129A0,018BC967152358C6E0FE850E31208553D821E27B550ED79E0B551188178ADE2B,"S-1-5-18",,,"-",Unavailable,false,,,,,,,,,,,,"'2026-04-25T07:41:30.3729056Z'",,,,,,,7,,,"'6628'","2026-04-25T07:41:30.3729056Z",,,,"WIN10DEMO\jolly","'S-1-5-18'","2026-04-25 07:41:30.353",3,,"<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-Sysmon' Guid='{5770385f-c22a-43e0-bf4c-06f5698ffbd9}'/><EventID>7</EventID><Version>3</Version><Level>4</Level><Task>7</Task><Opcode>0</Opcode><Keywords>0x8000000000000000</Keywords><TimeCreated SystemTime='2026-04-25T07:41:30.3729056Z'/><EventRecordID>131418</EventRecordID><Correlation/><Execution ProcessID='3240' ThreadID='6628'/><Channel>Microsoft-Windows-Sysmon/Operational</Channel><Computer>Win10Demo</Computer><Security UserID='S-1-5-18'/></System><EventData><Data Name='RuleName'>technique_id=T1574.002,technique_name=DLL Side-Loading</Data><Data Name='UtcTime'>2026-04-25 07:41:30.353</Data><Data Name='ProcessGuid'>{9172be70-702a-69ec-1c03-000000001f00}</Data><Data Name='ProcessId'>4700</Data><Data Name='Image'>C:\Users\jolly\Downloads\microsoft_update.exe</Data><Data Name='ImageLoaded'>C:\Users\jolly\Downloads\microsoft_update.exe</Data><Data Name='FileVersion'>-</Data><Data Name='Description'>-</Data><Data Name='Product'>-</Data><Data Name='Company'>-</Data><Data Name='OriginalFileName'>-</Data><Data Name='Hashes'>SHA1=6F568FF7FD015DE2A73CDC4B91AFC3E38C5129A0,MD5=DB03ED06EECC8933E7A5B68E2833F01D,SHA256=018BC967152358C6E0FE850E31208553D821E27B550ED79E0B551188178ADE2B,IMPHASH=C2D02FC98F1D75D7B9457468EC75DA0E</Data><Data Name='Signed'>false</Data><Data Name='Signature'>-</Data><Data Name='SignatureStatus'>Unavailable</Data><Data Name='User'>WIN10DEMO\jolly</Data></EventData></Event>","2026-04-25T17:41:30.353+1000",success,,,,,,7,25,41,april,30,saturday,2026,0,,,Win10Demo,,,,,,,Win10Demo,,,,,"ms-sysmon-process",,,,,,,,,,,,,Win10Demo,,,endpoint,,1,,"microsoft_update.exe","C:\Users\jolly\Downloads\microsoft_update.exe",,,,,,,,"Microsoft Windows",,,,,,,,,,"microsoft_update.exe","{9172be70-702a-69ec-1c03-000000001f00}","SHA1=6F568FF7FD015DE2A73CDC4B91AFC3E38C5129A0,MD5=DB03ED06EECC8933E7A5B68E2833F01D,SHA256=018BC967152358C6E0FE850E31208553D821E27B550ED79E0B551188178ADE2B,IMPHASH=C2D02FC98F1D75D7B9457468EC75DA0E",4700,,"microsoft_update.exe","C:\Users\jolly\Downloads\microsoft_update.exe",,,"<_='://../////'><><_='--'_='{----}'/><></><></><><",,,,,,,,,,,,,,,,,,,,false,false,,,,"Image loaded",7,"XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",xmlwineventlog,,Win10Demo,,,,,,,,,,,"process
report","process
report","T1574.002",DLL,,,,,,,,,,706,683,,,,,,,,,jolly,,,"Microsoft Sysmon",,,,,,"'http://schemas.microsoft.com/win/2004/08/events/event'"
,,,,,,,"""C:\Users\jolly\Downloads\microsoft_update.exe""","-",Win10Demo,,,,,"C:\Users\jolly\Downloads\","-",,,,,,,,,"Microsoft-Windows-Sysmon/Operational",1,"Process creation",1,,,"-",,,"'{5770385f-c22a-43e0-bf4c-06f5698ffbd9}'",,,"SHA1=6F568FF7FD015DE2A73CDC4B91AFC3E38C5129A0,MD5=DB03ED06EECC8933E7A5B68E2833F01D,SHA256=018BC967152358C6E0FE850E31208553D821E27B550ED79E0B551188178ADE2B,IMPHASH=C2D02FC98F1D75D7B9457468EC75DA0E",,C2D02FC98F1D75D7B9457468EC75DA0E,"C:\Users\jolly\Downloads\microsoft_update.exe",,,Medium,,0x8000000000000000,4,,"{9172be70-6dc0-69ec-2306-040000000000}",0x40623,DB03ED06EECC8933E7A5B68E2833F01D,,,"'Microsoft-Windows-Sysmon'",,0,"-",,,,,,,,,,,"C:\Windows\Explorer.EXE","C:\Windows\explorer.exe","{9172be70-6dcd-69ec-a300-000000001f00}",5648,"WIN10DEMO\jolly","{9172be70-702a-69ec-1c03-000000001f00}","'3240'",4700,"-",,,,,,131417,,,,,,"technique_id=T1204,technique_name=User Execution",6F568FF7FD015DE2A73CDC4B91AFC3E38C5129A0,018BC967152358C6E0FE850E31208553D821E27B550ED79E0B551188178ADE2B,"S-1-5-18",,,,,,,,,,,,,,,,,"'2026-04-25T07:41:30.3353168Z'",,,,,,,1,,1,"'6616'","2026-04-25T07:41:30.3353168Z",,,,"WIN10DEMO\jolly","'S-1-5-18'","2026-04-25 07:41:30.325",5,,"<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-Sysmon' Guid='{5770385f-c22a-43e0-bf4c-06f5698ffbd9}'/><EventID>1</EventID><Version>5</Version><Level>4</Level><Task>1</Task><Opcode>0</Opcode><Keywords>0x8000000000000000</Keywords><TimeCreated SystemTime='2026-04-25T07:41:30.3353168Z'/><EventRecordID>131417</EventRecordID><Correlation/><Execution ProcessID='3240' ThreadID='6616'/><Channel>Microsoft-Windows-Sysmon/Operational</Channel><Computer>Win10Demo</Computer><Security UserID='S-1-5-18'/></System><EventData><Data Name='RuleName'>technique_id=T1204,technique_name=User Execution</Data><Data Name='UtcTime'>2026-04-25 07:41:30.325</Data><Data Name='ProcessGuid'>{9172be70-702a-69ec-1c03-000000001f00}</Data><Data Name='ProcessId'>4700</Data><Data Name='Image'>C:\Users\jolly\Downloads\microsoft_update.exe</Data><Data Name='FileVersion'>-</Data><Data Name='Description'>-</Data><Data Name='Product'>-</Data><Data Name='Company'>-</Data><Data Name='OriginalFileName'>-</Data><Data Name='CommandLine'>""C:\Users\jolly\Downloads\microsoft_update.exe"" </Data><Data Name='CurrentDirectory'>C:\Users\jolly\Downloads\</Data><Data Name='User'>WIN10DEMO\jolly</Data><Data Name='LogonGuid'>{9172be70-6dc0-69ec-2306-040000000000}</Data><Data Name='LogonId'>0x40623</Data><Data Name='TerminalSessionId'>1</Data><Data Name='IntegrityLevel'>Medium</Data><Data Name='Hashes'>SHA1=6F568FF7FD015DE2A73CDC4B91AFC3E38C5129A0,MD5=DB03ED06EECC8933E7A5B68E2833F01D,SHA256=018BC967152358C6E0FE850E31208553D821E27B550ED79E0B551188178ADE2B,IMPHASH=C2D02FC98F1D75D7B9457468EC75DA0E</Data><Data Name='ParentProcessGuid'>{9172be70-6dcd-69ec-a300-000000001f00}</Data><Data Name='ParentProcessId'>5648</Data><Data Name='ParentImage'>C:\Windows\explorer.exe</Data><Data Name='ParentCommandLine'>C:\Windows\Explorer.EXE</Data><Data Name='ParentUser'>WIN10DEMO\jolly</Data></EventData></Event>","2026-04-25T17:41:30.325+1000",allowed,,,,,,7,25,41,april,30,saturday,2026,0,,,Win10Demo,,,,,,,Win10Demo,,,,,"ms-sysmon-process",,,,,,,,,,,,,Win10Demo,,,endpoint,,1,,,,,,,,,,,"Microsoft Windows","C:\Windows\Explorer.EXE","explorer.exe","{9172be70-6dcd-69ec-a300-000000001f00}",5648,"explorer.exe","C:\Windows\explorer.exe",,"""C:\Users\jolly\Downloads\microsoft_update.exe""","C:\Users\jolly\Downloads\","microsoft_update.exe","{9172be70-702a-69ec-1c03-000000001f00}","SHA1=6F568FF7FD015DE2A73CDC4B91AFC3E38C5129A0,MD5=DB03ED06EECC8933E7A5B68E2833F01D,SHA256=018BC967152358C6E0FE850E31208553D821E27B550ED79E0B551188178ADE2B,IMPHASH=C2D02FC98F1D75D7B9457468EC75DA0E",4700,Medium,"microsoft_update.exe","C:\Users\jolly\Downloads\microsoft_update.exe",,,"<_='://../////'><><_='--'_='{----}'/><></><></><><",,,,,,,,,,,,,,,,,,,,,,,,,"Process creation",1,"XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",xmlwineventlog,,Win10Demo,,,,,,,,,,,"process
report","process
report",T1204,User,,,,,,,,,,700,677,,,,,,,,,jolly,,,"Microsoft Sysmon",,,,,,"'http://schemas.microsoft.com/win/2004/08/events/event'"
